customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_category,loan_category,Interest_Rate_Category(%),age_group,employment_duration_bucket,cred_hist_bucket
566.0,25,100000,RENT,2.0,PERSONAL,C,21000,16.49,9,Y,3,DEFAULT,"$80,001+","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
567.0,26,19200,OTHER,0.0,PERSONAL,B,7500,11.97,6,Y,2,DEFAULT,"$0 - $20,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
569.0,26,125000,RENT,5.0,HOMEIMPROVEMENT,A,21000,8.9,9,NEW,2,NO DEFAULT,"$80,001+","$20,001+",5 - 9,25 - 34,6 - 10,0 - 5
570.0,25,125000,RENT,9.0,EDUCATION,B,21000,12.99,9,Y,3,NO DEFAULT,"$80,001+","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
571.0,23,82000,RENT,2.0,PERSONAL,A,20900,12.69,9,NEW,2,NO DEFAULT,"$80,001+","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
572.0,21,19500,MORTGAGE,0.0,EDUCATION,A,15000,9.64,9,N,2,DEFAULT,"$0 - $20,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
573.0,26,50000,RENT,7.0,VENTURE,A,20500,7.49,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,25 - 34,6 - 10,0 - 5
574.0,23,70000,RENT,2.0,EDUCATION,B,20500,13.16,9,Y,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
575.0,22,19800,OWN,1.0,EDUCATION,A,2100,8.38,2,NEW,4,NO DEFAULT,"$0 - $20,000","$0 - $5,000",5 - 9,18 - 24,0 - 5,0 - 5
577.0,23,54000,RENT,7.0,PERSONAL,A,20375,7.49,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
578.0,26,26000,RENT,10.0,EDUCATION,B,20050,9.76,9,N,2,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,25 - 34,11 - 15,0 - 5
579.0,24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,9,N,3,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
580.0,23,20000,OWN,0.0,PERSONAL,A,5000,11.71,3,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
581.0,22,20000,OWN,6.0,PERSONAL,A,9250,10.65,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
582.0,24,35364,RENT,1.0,MEDICAL,B,20000,12.53,9,N,4,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
583.0,25,38000,RENT,4.0,MEDICAL,C,20000,14.59,9,N,4,DEFAULT,"$20,001 - $40,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
584.0,23,32000,RENT,3.0,DEBTCONSOLIDATION,C,20000,12.61,9,N,4,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
585.0,25,38004,RENT,6.0,MEDICAL,B,20000,13.11,9,N,2,DEFAULT,"$20,001 - $40,000","$20,001+",13.01 - 17,25 - 34,6 - 10,0 - 5
586.0,23,20000,MORTGAGE,2.0,MEDICAL,A,6400,10.65,3,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
587.0,25,38556,RENT,9.0,PERSONAL,B,20000,11.22,9,Y,4,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
588.0,23,32900,RENT,1.0,EDUCATION,C,20000,16.0,9,N,2,DEFAULT,"$20,001 - $40,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
589.0,25,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000,8.88,9,N,4,DEFAULT,"$20,001 - $40,000","$20,001+",5 - 9,25 - 34,11 - 15,0 - 5
590.0,24,40000,RENT,4.0,PERSONAL,B,20000,12.53,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
592.0,26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,6,NEW,3,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",5 - 9,25 - 34,6 - 10,0 - 5
593.0,25,42000,RENT,2.0,EDUCATION,B,20000,13.47,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
594.0,22,42224,RENT,7.0,VENTURE,B,20000,6.99,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
595.0,25,20000,OWN,0.0,PERSONAL,C,5650,15.99,5,Y,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
597.0,22,37212,RENT,6.0,DEBTCONSOLIDATION,D,20000,16.69,9,N,3,DEFAULT,"$20,001 - $40,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
598.0,25,38000,RENT,9.0,MEDICAL,B,20000,11.11,9,N,4,DEFAULT,"$20,001 - $40,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
599.0,22,45000,RENT,0.0,EDUCATION,B,20000,7.9,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,0 - 5,0 - 5
600.0,23,45000,RENT,4.0,PERSONAL,B,20000,10.25,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
602.0,23,20000,OWN,7.0,MEDICAL,A,1200,7.49,3,NEW,3,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",5 - 9,18 - 24,6 - 10,0 - 5
603.0,22,45000,RENT,1.0,DEBTCONSOLIDATION,B,20000,13.92,9,Y,3,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
604.0,24,39000,RENT,5.0,MEDICAL,C,20000,14.74,9,N,2,DEFAULT,"$20,001 - $40,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
605.0,24,46500,RENT,5.0,EDUCATION,B,20000,10.62,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
606.0,22,48000,RENT,7.0,VENTURE,B,20000,10.65,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
607.0,22,42000,RENT,1.0,PERSONAL,C,20000,12.99,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
608.0,22,48500,RENT,1.0,VENTURE,B,20000,11.36,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
609.0,22,20000,OWN,3.0,EDUCATION,A,7500,5.79,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
610.0,23,49400,RENT,0.0,EDUCATION,B,20000,6.54,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,0 - 5,0 - 5
611.0,25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,5,NEW,2,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",5 - 9,25 - 34,0 - 5,0 - 5
612.0,25,50000,RENT,10.0,DEBTCONSOLIDATION,A,20000,7.49,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,25 - 34,11 - 15,0 - 5
613.0,25,50000,RENT,9.0,EDUCATION,B,20000,13.43,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,6 - 10,0 - 5
614.0,22,50000,RENT,6.0,DEBTCONSOLIDATION,B,20000,13.22,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
615.0,22,20000,OWN,1.0,VENTURE,B,5000,14.72,2,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
616.0,22,44000,RENT,2.0,EDUCATION,D,20000,15.68,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
618.0,25,50950,RENT,5.0,HOMEIMPROVEMENT,A,20000,11.48,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
619.0,24,51000,RENT,8.0,VENTURE,A,20000,10.38,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
620.0,22,51000,RENT,5.0,EDUCATION,A,20000,12.53,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
621.0,22,51000,RENT,0.0,EDUCATION,B,20000,13.47,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
622.0,24,51500,RENT,6.0,VENTURE,A,20000,12.21,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
623.0,25,51996,RENT,9.0,VENTURE,A,20000,10.99,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
624.0,25,52000,RENT,1.0,EDUCATION,A,20000,11.36,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
625.0,22,46000,RENT,2.0,DEBTCONSOLIDATION,C,20000,16.0,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
626.0,26,20000,MORTGAGE,1.0,PERSONAL,A,1500,7.74,6,NEW,3,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",5 - 9,25 - 34,0 - 5,0 - 5
627.0,24,52000,RENT,8.0,EDUCATION,C,20000,15.65,9,Y,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
628.0,25,46000,RENT,9.0,DEBTCONSOLIDATION,B,20000,11.78,9,Y,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
630.0,22,47000,RENT,5.0,MEDICAL,C,20000,16.77,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
631.0,22,54000,RENT,2.0,EDUCATION,A,20000,9.91,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
632.0,23,48000,RENT,7.0,MEDICAL,C,20000,15.65,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
633.0,23,48000,RENT,0.0,MEDICAL,C,20000,14.96,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
634.0,23,54000,RENT,1.0,VENTURE,A,20000,11.83,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
635.0,24,48912,RENT,0.0,MEDICAL,B,20000,11.66,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
636.0,26,54996,RENT,8.0,EDUCATION,A,20000,12.18,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
637.0,24,55000,RENT,8.0,HOMEIMPROVEMENT,A,20000,6.91,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
638.0,25,55000,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.91,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,25 - 34,0 - 5,0 - 5
639.0,26,49000,RENT,0.0,HOMEIMPROVEMENT,E,20000,19.79,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",17.01 - 21,25 - 34,0 - 5,0 - 5
640.0,25,55000,RENT,0.0,VENTURE,A,20000,9.88,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
641.0,22,20000,MORTGAGE,0.0,PERSONAL,A,16600,9.76,9,NEW,3,NO DEFAULT,"$20,001 - $40,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
642.0,23,55000,RENT,5.0,DEBTCONSOLIDATION,A,20000,12.53,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
644.0,23,20004,MORTGAGE,6.0,PERSONAL,A,7125,6.99,3,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
645.0,23,57000,RENT,3.0,EDUCATION,C,20000,16.89,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
646.0,22,51012,RENT,1.0,PERSONAL,C,20000,17.49,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",17.01 - 21,18 - 24,0 - 5,0 - 5
647.0,23,20004,MORTGAGE,2.0,EDUCATION,D,2500,16.82,3,Y,2,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
649.0,22,58000,RENT,0.0,DEBTCONSOLIDATION,B,20000,13.11,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
650.0,23,58800,RENT,7.0,DEBTCONSOLIDATION,A,20000,7.66,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
651.0,26,59000,RENT,10.0,MEDICAL,A,20000,6.17,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,25 - 34,11 - 15,0 - 5
652.0,26,53000,RENT,1.0,PERSONAL,D,20000,16.35,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
653.0,23,60000,RENT,7.0,MEDICAL,A,20000,7.9,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
654.0,24,54000,RENT,2.0,VENTURE,C,20000,16.49,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
656.0,26,20280,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,8.0,6,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
657.0,24,60000,RENT,0.0,PERSONAL,A,20000,10.99,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
658.0,24,20352,OWN,3.0,VENTURE,A,7750,6.91,4,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
659.0,25,54000,RENT,6.0,PERSONAL,A,20000,8.88,9,N,3,DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,25 - 34,6 - 10,0 - 5
661.0,23,54000,RENT,6.0,DEBTCONSOLIDATION,C,20000,14.84,9,Y,3,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
662.0,23,54000,RENT,2.0,PERSONAL,A,20000,11.12,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
663.0,22,60000,RENT,4.0,EDUCATION,A,20000,7.88,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,18 - 24,0 - 5,0 - 5
665.0,22,20400,MORTGAGE,6.0,EDUCATION,C,6000,15.99,2,Y,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
666.0,24,20400,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500,10.99,4,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
668.0,25,54000,RENT,1.0,PERSONAL,C,20000,15.65,9,Y,3,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
669.0,24,54000,RENT,1.0,PERSONAL,D,20000,17.04,9,Y,3,DEFAULT,"$40,001 - $60,000","$20,001+",17.01 - 21,18 - 24,0 - 5,0 - 5
670.0,23,60000,RENT,3.0,EDUCATION,A,20000,12.21,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
671.0,21,20400,OWN,2.0,EDUCATION,B,1275,15.23,1,Y,3,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
672.0,25,54000,RENT,1.0,DEBTCONSOLIDATION,C,20000,14.11,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
673.0,24,60000,RENT,0.0,PERSONAL,A,20000,11.14,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
674.0,21,20400,OWN,5.0,MEDICAL,A,2400,11.49,1,NEW,4,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",9.01 - 13,18 - 24,6 - 10,0 - 5
675.0,24,60000,RENT,8.0,PERSONAL,C,20000,13.87,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
676.0,26,60000,RENT,3.0,HOMEIMPROVEMENT,A,20000,10.08,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
677.0,23,54504,RENT,1.0,PERSONAL,D,20000,16.7,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
678.0,24,55000,RENT,2.0,VENTURE,D,20000,18.64,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",17.01 - 21,18 - 24,0 - 5,0 - 5
679.0,24,61000,RENT,2.0,HOMEIMPROVEMENT,A,20000,12.18,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
681.0,25,62000,RENT,3.0,MEDICAL,A,20000,6.54,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,25 - 34,0 - 5,0 - 5
682.0,24,56000,RENT,3.0,EDUCATION,C,20000,14.61,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
683.0,21,56000,RENT,4.0,VENTURE,D,20000,17.39,9,Y,3,DEFAULT,"$40,001 - $60,000","$20,001+",17.01 - 21,18 - 24,0 - 5,0 - 5
684.0,24,62400,RENT,8.0,HOMEIMPROVEMENT,A,20000,11.12,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
685.0,25,62400,RENT,7.0,VENTURE,A,20000,11.48,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
686.0,25,63000,RENT,3.0,MEDICAL,A,20000,12.42,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
687.0,26,58000,RENT,0.0,DEBTCONSOLIDATION,A,20000,10.25,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
688.0,23,65000,RENT,0.0,MEDICAL,A,20000,10.65,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
689.0,24,20800,OWN,0.0,PERSONAL,C,5000,16.29,4,Y,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
690.0,23,65000,RENT,0.0,MEDICAL,A,20000,10.37,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
691.0,23,65000,RENT,7.0,VENTURE,A,20000,11.49,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
693.0,25,20868,OWN,0.0,VENTURE,B,5375,13.49,5,Y,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
695.0,23,59000,RENT,7.0,EDUCATION,B,20000,12.29,9,N,4,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
696.0,21,21000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3500,17.27,1,Y,2,DEFAULT,"$20,001 - $40,000","$0 - $5,000",17.01 - 21,18 - 24,6 - 10,0 - 5
697.0,26,65004,RENT,7.0,DEBTCONSOLIDATION,A,20000,11.99,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
698.0,25,59004,RENT,1.0,PERSONAL,C,20000,14.84,9,Y,2,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,25 - 34,0 - 5,0 - 5
699.0,23,59004,RENT,5.0,DEBTCONSOLIDATION,A,20000,10.83,9,N,2,DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
700.0,23,65500,RENT,2.0,DEBTCONSOLIDATION,B,20000,13.22,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
701.0,22,66996,RENT,3.0,EDUCATION,A,20000,12.18,9,NEW,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
702.0,23,67000,RENT,0.0,MEDICAL,A,20000,11.11,9,NEW,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
703.0,24,67000,RENT,5.0,HOMEIMPROVEMENT,B,20000,13.48,9,Y,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
704.0,26,68000,RENT,10.0,EDUCATION,A,20000,10.75,9,NEW,4,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,11 - 15,0 - 5
705.0,25,68000,RENT,4.0,PERSONAL,B,20000,12.53,9,Y,4,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
706.0,24,62400,RENT,4.0,DEBTCONSOLIDATION,C,20000,14.84,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
707.0,23,69500,RENT,3.0,VENTURE,D,20000,17.74,9,Y,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",17.01 - 21,18 - 24,0 - 5,0 - 5
708.0,25,70000,RENT,5.0,HOMEIMPROVEMENT,A,20000,9.99,9,NEW,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,6 - 10,0 - 5
709.0,22,70000,RENT,2.0,PERSONAL,A,20000,6.91,9,NEW,4,NO DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,18 - 24,0 - 5,0 - 5
711.0,25,71004,RENT,9.0,PERSONAL,C,20000,14.09,9,NEW,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,25 - 34,6 - 10,0 - 5
712.0,22,21000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,11.49,2,NEW,3,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
713.0,23,71004,RENT,8.0,EDUCATION,C,20000,14.09,9,NEW,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,6 - 10,0 - 5
714.0,23,55392,RENT,3.0,MEDICAL,C,20000,15.2,9,Y,4,DEFAULT,"$40,001 - $60,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
715.0,24,72000,RENT,5.0,MEDICAL,A,20000,11.83,9,NEW,2,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
716.0,24,21000,OTHER,4.0,PERSONAL,B,6000,12.21,4,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
717.0,23,66000,RENT,1.0,VENTURE,C,20000,14.11,9,N,3,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
718.0,22,66000,RENT,3.0,DEBTCONSOLIDATION,C,20000,14.42,9,N,2,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
719.0,24,72000,RENT,4.0,HOMEIMPROVEMENT,C,20000,14.74,9,Y,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
720.0,24,74000,RENT,0.0,HOMEIMPROVEMENT,A,20000,12.69,9,NEW,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
721.0,22,21120,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1625,16.89,2,Y,3,DEFAULT,"$20,001 - $40,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
724.0,25,21221,MORTGAGE,4.0,VENTURE,A,8500,9.63,5,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
725.0,24,75000,RENT,4.0,HOMEIMPROVEMENT,A,20000,8.88,9,NEW,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,18 - 24,0 - 5,0 - 5
726.0,26,75000,RENT,5.0,MEDICAL,A,20000,6.91,9,NEW,4,NO DEFAULT,"$60,001 - $80,000","$20,001+",5 - 9,25 - 34,6 - 10,0 - 5
728.0,25,75000,RENT,0.0,PERSONAL,A,20000,10.38,9,NEW,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,25 - 34,0 - 5,0 - 5
729.0,22,69000,RENT,6.0,DEBTCONSOLIDATION,A,20000,10.99,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
732.0,26,21600,OWN,5.0,EDUCATION,A,5200,12.42,6,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
733.0,24,69000,RENT,0.0,HOMEIMPROVEMENT,D,20000,14.82,9,N,4,DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
734.0,23,75600,RENT,3.0,PERSONAL,D,20000,16.32,9,Y,3,NO DEFAULT,"$60,001 - $80,000","$20,001+",13.01 - 17,18 - 24,0 - 5,0 - 5
